工作表,行号,A_值,A_公式,B_值,B_公式,C_值,C_公式,D_值,D_公式,E_值,E_公式,F_值,F_公式,G_值,G_公式,H_值,H_公式,I_值,I_公式,J_值,J_公式,K_值,K_公式,L_值,L_公式,M_值,M_公式,N_值,N_公式,O_值,O_公式,P_值,P_公式,Q_值,Q_公式,R_值,R_公式,S_值,S_公式,T_值,T_公式,U_值,U_公式,V_值,V_公式,W_值,W_公式,X_值,X_公式,Y_值,Y_公式,Z_值,Z_公式,AA_值,AA_公式,AB_值,AB_公式,AC_值,AC_公式,AD_值,AD_公式,AE_值,AE_公式
KSK线束BOM明细,250,6608507680,,组合式充电插座线束总成,,E281-ZJ-04,,金属支架,,N,,/,,,,1,,PCS,,恒伟林/贵龙/华凯,,★,,,,"=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,12,0),0)",=O250/1000*18.91+P250/1000*76.45+Q250/1000,=O250/1000*18.91+P250/1000*76.45+Q250/1000,=(N250+R250)*H250,=(N250+R250)*H250,=O250/1000*H250,=O250/1000*H250,=P250*H250,=P250*H250,=R250*H250,=R250*H250,"=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C250,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,251,6608507680,,组合式充电插座线束总成,,E281-ZJ-05,,金属支架,,N,,/,,,,1,,PCS,,恒伟林/贵龙/华凯,,★,,,,"=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,12,0),0)",=O251/1000*18.91+P251/1000*76.45+Q251/1000,=O251/1000*18.91+P251/1000*76.45+Q251/1000,=(N251+R251)*H251,=(N251+R251)*H251,=O251/1000*H251,=O251/1000*H251,=P251*H251,=P251*H251,=R251*H251,=R251*H251,"=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C251,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,252,6608507680,,组合式充电插座线束总成,,E281-XJ-01,,橡胶件,,N,,/,,,,3,,PCS,,恒伟林/远信/博昊/天乐,,★,,,,"=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,12,0),0)",=O252/1000*18.91+P252/1000*76.45+Q252/1000,=O252/1000*18.91+P252/1000*76.45+Q252/1000,=(N252+R252)*H252,=(N252+R252)*H252,=O252/1000*H252,=O252/1000*H252,=P252*H252,=P252*H252,=R252*H252,=R252*H252,"=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C252,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,253,6608507680,,组合式充电插座线束总成,,E281-XJ-02,,橡胶件,,N,,/,,,,1,,PCS,,恒伟林/远信/博昊/天乐,,★,,,,"=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,12,0),0)",=O253/1000*18.91+P253/1000*76.45+Q253/1000,=O253/1000*18.91+P253/1000*76.45+Q253/1000,=(N253+R253)*H253,=(N253+R253)*H253,=O253/1000*H253,=O253/1000*H253,=P253*H253,=P253*H253,=R253*H253,=R253*H253,"=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C253,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,254,6608507680,,组合式充电插座线束总成,,E281-XJ-03,,橡胶件,,N,,/,,,,1,,PCS,,恒伟林/远信/博昊/天乐,,★,,,,"=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,12,0),0)",=O254/1000*18.91+P254/1000*76.45+Q254/1000,=O254/1000*18.91+P254/1000*76.45+Q254/1000,=(N254+R254)*H254,=(N254+R254)*H254,=O254/1000*H254,=O254/1000*H254,=P254*H254,=P254*H254,=R254*H254,=R254*H254,"=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C254,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,255,6608507680,,组合式充电插座线束总成,,E281-XJ-04,,橡胶件,,N,,/,,,,1,,PCS,,恒伟林/远信/博昊/天乐,,★,,,,"=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,12,0),0)",=O255/1000*18.91+P255/1000*76.45+Q255/1000,=O255/1000*18.91+P255/1000*76.45+Q255/1000,=(N255+R255)*H255,=(N255+R255)*H255,=O255/1000*H255,=O255/1000*H255,=P255*H255,=P255*H255,=R255*H255,=R255*H255,"=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C255,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,256,6608507680,,组合式充电插座线束总成,,E281-XJ-05,,橡胶件,,N,,/,,,,2,,PCS,,恒伟林/远信/博昊/天乐,,★,,,,"=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,12,0),0)",=O256/1000*18.91+P256/1000*76.45+Q256/1000,=O256/1000*18.91+P256/1000*76.45+Q256/1000,=(N256+R256)*H256,=(N256+R256)*H256,=O256/1000*H256,=O256/1000*H256,=P256*H256,=P256*H256,=R256*H256,=R256*H256,"=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C256,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,257,6608507680,,组合式充电插座线束总成,,PP9104320,,7*12箭头扎带,,N,,A06101606,,,,2,,PCS,,上海众安/海尔曼太通,,★,,,,"=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,12,0),0)",=O257/1000*18.91+P257/1000*76.45+Q257/1000,=O257/1000*18.91+P257/1000*76.45+Q257/1000,=(N257+R257)*H257,=(N257+R257)*H257,=O257/1000*H257,=O257/1000*H257,=P257*H257,=P257*H257,=R257*H257,=R257*H257,"=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C257,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,258,6608507680,,组合式充电插座线束总成,,PP9108401,,M8箭头卡扣,,N,,/,,,,1,,PCS,,上海众安/海尔曼太通,,★,,,,"=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,12,0),0)",=O258/1000*18.91+P258/1000*76.45+Q258/1000,=O258/1000*18.91+P258/1000*76.45+Q258/1000,=(N258+R258)*H258,=(N258+R258)*H258,=O258/1000*H258,=O258/1000*H258,=P258*H258,=P258*H258,=R258*H258,=R258*H258,"=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C258,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,259,6608507680,,组合式充电插座线束总成,,PP9122201,,M6竖置螺柱卡,,N,,A06101666,,,,1,,PCS,,上海众安/海尔曼太通,,★,,,,"=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,12,0),0)",=O259/1000*18.91+P259/1000*76.45+Q259/1000,=O259/1000*18.91+P259/1000*76.45+Q259/1000,=(N259+R259)*H259,=(N259+R259)*H259,=O259/1000*H259,=O259/1000*H259,=P259*H259,=P259*H259,=R259*H259,=R259*H259,"=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C259,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,260,6608507680,,组合式充电插座线束总成,,PP9123801,,M5螺柱卡扣,,N,,/,,,,1,,PCS,,上海众安/海尔曼太通,,★,,,,"=IFERROR(VLOOKUP($C260,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C260,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C260,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C260,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C260,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C260,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C260,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C260,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C260,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C260,二次物料明细!$A:$O,12,0),0)",=O260/1000*18.91+P260/1000*76.45+Q260/1000,=O260/1000*18.91+P260/1000*76.45+Q260/1000,=(N260+R260)*H260,=(N260+R260)*H260,=O260/1000*H260,=O260/1000*H260,=P260*H260,=P260*H260,=R260*H260,=R260*H260,"=IFERROR(VLOOKUP($C260,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C260,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C260,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C260,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C260,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C260,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,261,6608507680,,组合式充电插座线束总成,,PP9117701,,M6杉树卡扣,,N,,A06004922,,,,1,,PCS,,上海众安/海尔曼太通,,★,,,,"=IFERROR(VLOOKUP($C261,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C261,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C261,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C261,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C261,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C261,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C261,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C261,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C261,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C261,二次物料明细!$A:$O,12,0),0)",=O261/1000*18.91+P261/1000*76.45+Q261/1000,=O261/1000*18.91+P261/1000*76.45+Q261/1000,=(N261+R261)*H261,=(N261+R261)*H261,=O261/1000*H261,=O261/1000*H261,=P261*H261,=P261*H261,=R261*H261,=R261*H261,"=IFERROR(VLOOKUP($C261,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C261,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C261,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C261,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C261,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C261,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,262,6608507680,,组合式充电插座线束总成,,PP9220301,,7*12箭头一字卡,,N,,A06004079,,,,1,,PCS,,上海众安/海尔曼太通,,★,,,,"=IFERROR(VLOOKUP($C262,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C262,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C262,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C262,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C262,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C262,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C262,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C262,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C262,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C262,二次物料明细!$A:$O,12,0),0)",=O262/1000*18.91+P262/1000*76.45+Q262/1000,=O262/1000*18.91+P262/1000*76.45+Q262/1000,=(N262+R262)*H262,=(N262+R262)*H262,=O262/1000*H262,=O262/1000*H262,=P262*H262,=P262*H262,=R262*H262,=R262*H262,"=IFERROR(VLOOKUP($C262,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C262,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C262,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C262,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C262,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C262,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,263,6608507680,,组合式充电插座线束总成,,111-00563,,扎带绳,,N,,A06010012,,,,9,,PCS,,上海众安/海尔曼太通,,★,,,,"=IFERROR(VLOOKUP($C263,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C263,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C263,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C263,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C263,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C263,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C263,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C263,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C263,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C263,二次物料明细!$A:$O,12,0),0)",=O263/1000*18.91+P263/1000*76.45+Q263/1000,=O263/1000*18.91+P263/1000*76.45+Q263/1000,=(N263+R263)*H263,=(N263+R263)*H263,=O263/1000*H263,=O263/1000*H263,=P263*H263,=P263*H263,=R263*H263,=R263*H263,"=IFERROR(VLOOKUP($C263,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C263,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C263,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C263,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C263,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C263,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,264,6608507680,,组合式充电插座线束总成,,108-00150,,扎带绳,,N,,A06100602,,,,3,,PCS,,上海众安/海尔曼太通,,★,,,,"=IFERROR(VLOOKUP($C264,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C264,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C264,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C264,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C264,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C264,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C264,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C264,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C264,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C264,二次物料明细!$A:$O,12,0),0)",=O264/1000*18.91+P264/1000*76.45+Q264/1000,=O264/1000*18.91+P264/1000*76.45+Q264/1000,=(N264+R264)*H264,=(N264+R264)*H264,=O264/1000*H264,=O264/1000*H264,=P264*H264,=P264*H264,=R264*H264,=R264*H264,"=IFERROR(VLOOKUP($C264,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C264,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C264,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C264,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C264,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C264,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,265,6608507680,,组合式充电插座线束总成,,X1-BQ-01 标签140x30mm,,产品标签,,N,,70002326,,,,1,,PCS,,洪众,,,,,,"=IFERROR(VLOOKUP($C265,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C265,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C265,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C265,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C265,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C265,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C265,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C265,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C265,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C265,二次物料明细!$A:$O,12,0),0)",=O265/1000*18.91+P265/1000*76.45+Q265/1000,=O265/1000*18.91+P265/1000*76.45+Q265/1000,=(N265+R265)*H265,=(N265+R265)*H265,=O265/1000*H265,=O265/1000*H265,=P265*H265,=P265*H265,=R265*H265,=R265*H265,"=IFERROR(VLOOKUP($C265,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C265,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C265,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C265,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C265,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C265,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
